Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,Resigned,TravelFrequency,MaritalStatusNum,OvertimeFlag,DepartmentCode,EducationFieldCode,GenderCode,JobRoleCode,Over18Code,EmployeeSourceCode,UniqueCount,durCode,Duration At Company
37,Current employee,Travel_Rarely,558,Sales,2,3,Life Sciences,1,7803,131258,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,Seek,0,1,1,1,0,0,0,7,1,8,1,3-5,1
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Other,1,8103,131558,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,4,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,5,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Life Sciences,1,8105,131560,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,0,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Other,1,8109,131564,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,5,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Life Sciences,1,8110,131565,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,0,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Other,1,8111,131566,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,4,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,5,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Life Sciences,1,8113,131568,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,0,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Other,1,8117,131572,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,5,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,482,Research & Development,3,3,Life Sciences,1,8118,131573,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,LinkedIn,0,1,1,0,2,0,0,4,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,8167,131622,2,Male,59,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,4,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,0,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Medical,1,8169,131624,2,Male,59,3,3,Human Resources,2,Married,10725,6729,0,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,3,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,8170,131625,2,Male,59,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,0,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Medical,1,8171,131626,2,Male,59,3,3,Human Resources,2,Married,10725,6729,0,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,3,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,8175,131630,2,Male,59,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,4,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,0,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Medical,1,8177,131632,2,Male,59,3,3,Human Resources,2,Married,10725,6729,0,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,3,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,8178,131633,2,Male,59,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,0,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,671,Research & Development,19,3,Medical,1,8179,131634,2,Male,59,3,3,Human Resources,2,Married,10725,6729,0,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,LinkedIn,0,1,1,0,2,3,0,1,1,5,1,6-10,4
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,8358,131813,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,4,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,0,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Medical,1,8361,131816,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,3,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,8364,131819,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,0,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Medical,1,8365,131820,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,3,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,8366,131821,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,4,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,0,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Medical,1,8369,131824,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,3,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,8372,131827,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,0,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,1225,Research & Development,10,2,Medical,1,8373,131828,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,GlassDoor,0,1,0,0,2,3,0,6,1,2,1,0-2,0
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,9268,132723,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,0,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Medical,1,9270,132725,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,3,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,3,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,9272,132727,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,0,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Medical,1,9273,132728,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,3,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,3,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,9276,132731,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,0,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Medical,1,9278,132733,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,3,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,3,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,9280,132735,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,0,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,571,Research & Development,10,1,Medical,1,9281,132736,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,3,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Recruit.net,0,1,2,1,2,3,1,6,1,6,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,9908,133363,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,0,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Medical,1,9910,133365,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,0,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,3,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Medical,1,9912,133367,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,0,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,3,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,9916,133371,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,0,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Medical,1,9918,133373,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,0,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,3,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,9919,133374,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,0,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,161,Research & Development,10,3,Medical,1,9920,133375,3,Male,64,3,2,Healthcare Representative,2,Single,5933,5197,0,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Adzuna,0,1,0,0,2,3,0,0,1,0,1,3-5,2
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,10080,133535,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,2,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,10082,133537,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,7,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,3,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,10084,133539,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,2,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,10085,133540,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,7,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,3,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,10088,133543,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,2,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,10090,133545,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,7,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,3,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,10092,133547,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,2,0,7,1,7,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,10093,133548,4,Male,59,3,3,Healthcare Representative,3,Divorced,10096,8202,0,Y,No,13,3,4,80,2,9,2,3,1,0,0,0,Referral,0,1,2,0,0,3,0,0,1,7,1,0-2,0
37,Current employee,Travel_Frequently,1231,Sales,21,2,Medical,1,10399,133854,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,3,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Other,1,10402,133857,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,9,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,5,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Medical,1,10403,133858,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,3,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Other,1,10404,133859,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,9,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,5,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Medical,1,10406,133861,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,3,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Other,1,10409,133864,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,9,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,5,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Medical,1,10410,133865,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,1,0,0,3,1,8,1,5,1,3-5,2
37,Current employee,Travel_Frequently,1231,Sales,21,2,Other,1,10411,133866,3,Female,72,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,2,80,1,10,3,3,5,4,0,0,LinkedIn,0,2,0,0,0,5,1,0,1,5,1,3-5,2
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10461,133916,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10464,133919,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,7,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10465,133920,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10466,133921,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,7,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10469,133924,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10472,133927,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,7,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10473,133928,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,0,1,0,3,0,7,1,5,1,6-10,4
37,Current employee,Non-Travel,1252,Sales,19,2,Medical,1,10474,133929,1,Male,63,3,3,Healthcare Representative,3,Married,7094,5747,0,Y,No,12,3,4,80,0,10,2,3,10,0,0,9,LinkedIn,0,0,1,0,0,3,0,0,1,5,1,6-10,4
37,Current employee,Travel_Frequently,319,Sales,4,4,Marketing,1,10545,134000,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,2,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Life Sciences,1,10546,134001,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,1,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,0,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Marketing,1,10550,134005,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,2,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Life Sciences,1,10551,134006,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,1,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,0,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Marketing,1,10553,134008,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,2,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Marketing,1,10554,134009,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,LinkedIn,0,2,2,0,0,2,1,2,1,5,1,6-10,2
37,Current employee,Travel_Frequently,319,Sales,4,4,Life Sciences,1,10555,134010,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,1,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,0,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Marketing,1,10559,134014,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,2,1,2,1,6,1,3-5,1
37,Current employee,Travel_Frequently,319,Sales,4,4,Life Sciences,1,10560,134015,3,Female,66,2,1,Laboratory Technician,4,Divorced,2532,6054,1,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Recruit.net,0,2,2,0,0,0,1,2,1,6,1,3-5,1
37,Current employee,Travel_Rarely,558,Sales,2,3,Marketing,1,11068,134523,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,2,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Life Sciences,1,11069,134524,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,0,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Marketing,1,11073,134528,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,2,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Life Sciences,1,11074,134529,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,0,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Marketing,1,11076,134531,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,2,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Life Sciences,1,11077,134532,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,0,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Marketing,1,11081,134536,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,2,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,558,Sales,2,3,Life Sciences,1,11082,134537,3,Male,67,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Adzuna,0,1,0,0,0,0,0,2,1,0,1,0-2,0
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,11367,134822,3,Male,68,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,2,0,0,2,0,7,1,3,1,6-10,3
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,11369,134824,3,Male,68,3,2,Sales Executive,4,Divorced,5079,25952,7,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,2,0,0,3,0,7,1,3,1,6-10,3
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,11373,134828,3,Male,68,3,2,Sales Executive,4,Divorced,5079,25952,7,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,2,0,0,3,0,7,1,3,1,6-10,3
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,11375,134830,3,Male,68,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,2,0,0,2,0,7,1,3,1,6-10,3
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,11377,134832,3,Male,68,3,2,Sales Executive,4,Divorced,5079,25952,7,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,2,0,0,3,0,7,1,3,1,6-10,3
37,Current employee,Travel_Rarely,342,Sales,16,4,Marketing,1,11380,134835,3,Male,68,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,2,0,0,2,0,7,1,3,1,6-10,3
37,Current employee,Travel_Rarely,342,Sales,16,4,Medical,1,11381,134836,3,Male,98,3,3,Healthcare Representative,3,Married,7510,16873,0,Y,No,17,3,4,80,2,12,3,3,7,7,0,7,Indeed,0,1,1,0,0,3,0,0,1,3,1,6-10,3
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Other,1,12300,135755,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,5,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Life Sciences,1,12302,135757,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,0,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,0,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Other,1,12306,135761,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,5,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Life Sciences,1,12307,135762,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,0,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,0,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Other,1,12308,135763,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,5,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Life Sciences,1,12310,135765,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,0,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,0,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Other,1,12314,135769,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,5,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,124,Research & Development,3,3,Life Sciences,1,12315,135770,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,0,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Adzuna,0,1,0,0,2,0,1,0,1,0,1,3-5,1
37,Current employee,Travel_Rarely,589,Sales,9,2,Marketing,1,12317,135772,3,Male,71,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor,0,1,1,0,0,2,0,7,1,2,1,6-10,3
37,Current employee,Travel_Rarely,589,Sales,9,2,Medical,1,12318,135773,3,Male,71,3,2,Sales Executive,1,Married,8396,22217,6,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor,0,1,1,0,0,3,0,7,1,2,1,6-10,3
37,Current employee,Travel_Rarely,589,Sales,9,2,Marketing,1,12320,135775,3,Male,71,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor,0,1,1,0,0,2,0,7,1,2,1,6-10,3
37,Current employee,Travel_Rarely,589,Sales,9,2,Medical,1,12321,135776,3,Male,71,3,2,Sales Executive,1,Married,8396,22217,6,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,GlassDoor,0,1,1,0,0,3,0,7,1,2,1,6-10,3
