Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,Job Satisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Resigned,TravelFrequency,MaritalStatusNum,OvertimeFlag,DepartmentCode,EducationFieldCode,GenderCode,JobRoleCode,Over18Code,EmployeeSourceCode,Hourly Rate Bracket,Job Satisfaction Bracket
41,642,1,3,1,22725,146180,4,34,3,1,4,2782,21412,3,22,4,1,80,1,12,3,3,5,3,1,0,0,1,1,0,2,0,0,6,1,1,0,1
41,642,1,3,1,22726,146181,4,34,3,1,4,2782,21412,2,22,4,1,80,1,12,3,3,5,3,1,0,0,1,1,0,2,0,0,6,1,1,0,1
41,582,28,4,1,23106,146561,1,36,2,4,2,13570,5640,0,23,4,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,0,1,4,1,4,0,0
41,582,28,4,1,23109,146564,1,36,2,4,2,13570,5640,1,23,3,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,4,1,4,1,4,0,0
41,582,28,4,1,23110,146565,1,36,2,4,2,13570,5640,0,23,4,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,0,1,4,1,4,0,0
41,582,28,4,1,23111,146566,1,36,2,4,2,13570,5640,1,23,4,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,4,1,4,1,4,0,0
41,582,28,4,1,23114,146569,1,36,2,4,2,13570,5640,0,23,4,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,0,1,4,1,4,0,0
41,582,28,4,1,23117,146572,1,36,2,4,2,13570,5640,1,23,3,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,4,1,4,1,4,0,0
41,582,28,4,1,23118,146573,1,36,2,4,2,13570,5640,0,23,4,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,0,1,4,1,4,0,0
41,582,28,4,1,23119,146574,1,36,2,4,2,13570,5640,1,23,4,3,80,1,21,3,3,20,7,0,10,0,1,1,0,2,4,1,4,1,4,0,0
41,930,3,3,1,23154,146609,3,36,2,2,2,8938,12227,2,11,3,3,80,1,14,5,3,5,4,0,4,0,1,2,0,0,0,0,7,1,0,0,0
41,930,3,3,1,23156,146611,3,36,2,2,2,8938,12227,4,11,3,3,80,1,14,5,3,5,4,0,4,0,1,2,0,0,0,0,7,1,0,0,0
41,930,3,3,1,23158,146613,3,36,2,2,2,8938,12227,2,11,3,3,80,1,14,5,3,5,4,0,4,0,1,2,0,0,0,0,7,1,0,0,0
41,930,3,3,1,23159,146614,3,36,2,2,2,8938,12227,4,11,3,3,80,1,14,5,3,5,4,0,4,0,1,2,0,0,0,0,7,1,0,0,0
41,930,3,3,1,23162,146617,3,36,2,2,2,8938,12227,2,11,3,3,80,1,14,5,3,5,4,0,4,0,1,2,0,0,0,0,7,1,0,0,0
41,930,3,3,1,23167,146622,3,36,2,2,2,8938,12227,4,11,3,3,80,1,14,5,3,5,4,0,4,0,1,2,0,0,0,0,7,1,0,0,0
37,807,6,4,1,1,123457,1,37,3,2,4,5993,19479,8,11,4,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,1,1,7,1,5,0,1
37,807,6,4,1,4,123459,1,37,3,2,4,5993,19479,5,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,2,1,7,1,5,0,1
37,807,6,4,1,5,123460,1,37,3,2,4,5993,19479,8,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,1,1,7,1,5,0,1
37,807,6,4,1,6,123461,1,37,3,2,4,5993,19479,5,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,2,1,7,1,5,0,1
37,807,6,4,1,12,123467,1,37,3,2,4,5993,19479,8,11,4,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,1,1,7,1,5,0,1
37,807,6,4,1,14,123469,1,37,3,2,4,5993,19479,5,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,2,1,7,1,5,0,1
37,807,6,4,1,15,123470,1,77,2,1,1,2342,8635,0,21,4,1,80,0,8,0,1,6,4,0,5,1,1,1,0,1,1,1,1,1,5,3,0
37,807,6,4,1,16,123471,1,37,3,2,4,5993,19479,5,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,2,1,7,1,5,0,1
37,1373,2,2,1,39,123494,4,92,2,1,3,2090,2396,1,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,0,0,2,1,6,4,1
37,1373,2,2,1,41,123496,4,92,2,1,3,2090,2396,6,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,5,0,2,1,6,4,1
37,1373,2,2,1,42,123497,4,92,2,1,3,2090,2396,1,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,0,0,2,1,6,4,1
37,1373,2,2,1,44,123499,4,92,2,1,3,2090,2396,6,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,5,0,2,1,6,4,1
37,1373,2,2,1,45,123500,2,59,3,3,1,9724,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,1,1,2,0,2,5,0,6,1,1,1,0
37,1373,2,2,1,46,123501,4,88,2,2,4,4523,4386,0,11,4,4,80,3,7,4,4,6,5,0,4,1,1,1,0,2,5,1,0,1,1,3,1
37,1373,2,2,1,48,123503,4,92,2,1,3,2090,2396,1,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,0,0,2,1,6,4,1
37,1373,2,2,1,50,123505,4,92,2,1,3,2090,2396,6,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,5,0,2,1,6,4,1
37,1373,2,2,1,51,123506,4,92,2,1,3,2090,2396,1,15,3,2,80,0,7,3,3,0,0,0,0,1,1,0,1,2,0,0,2,1,6,4,1
37,807,6,4,1,1,123457,1,37,3,2,4,5993,19479,8,11,4,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,1,1,7,1,5,0,1
37,807,6,4,1,4,123459,1,37,3,2,4,5993,19479,5,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,2,1,7,1,5,0,1
37,807,6,4,1,5,123460,1,37,3,2,4,5993,19479,8,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,1,1,7,1,5,0,1
37,807,6,4,1,6,123461,1,37,3,2,4,5993,19479,5,11,3,1,80,0,8,0,1,6,4,0,5,1,1,0,1,1,2,1,7,1,5,0,1
37,807,6,4,1,127,123582,3,81,4,1,1,2670,9964,4,22,3,4,80,0,7,3,3,3,2,0,2,1,1,1,1,1,1,1,2,1,1,3,0
37,807,6,4,1,1707,125162,3,63,3,1,1,2073,23648,4,22,3,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,1,0,1,1,1,2,0
37,807,6,4,1,1709,125164,3,63,3,1,1,2073,23648,0,22,4,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,2,0,1,1,1,2,0
37,807,6,4,1,1713,125168,3,63,3,1,1,2073,23648,4,22,4,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,1,0,1,1,1,2,0
37,807,6,4,1,1714,125169,3,63,3,1,1,2073,23648,0,22,4,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,2,0,1,1,1,2,0
37,807,6,4,1,1716,125171,3,63,3,1,1,2073,23648,0,22,4,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,2,0,1,1,1,2,0
37,807,6,4,1,1720,125175,3,63,3,1,1,2073,23648,4,22,4,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,1,0,1,1,1,2,0
37,807,6,4,1,1721,125176,3,63,3,1,1,2073,23648,0,22,4,4,80,0,7,3,3,3,2,0,2,1,1,2,1,1,2,0,1,1,1,2,0
37,504,10,3,1,4085,127540,1,61,3,3,3,10048,22573,6,11,4,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,504,10,3,1,4088,127543,1,61,3,3,3,10048,22573,1,11,4,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,504,10,3,1,4091,127546,1,61,3,3,3,10048,22573,6,11,3,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,504,10,3,1,4092,127547,1,61,3,3,3,10048,22573,1,11,3,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,504,10,3,1,4093,127548,1,61,3,3,3,10048,22573,6,11,4,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,504,10,3,1,4096,127551,1,61,3,4,1,17924,4544,1,11,3,2,80,1,9,3,3,4,2,1,3,1,2,2,0,2,3,0,3,1,4,2,0
37,504,10,3,1,4099,127554,1,61,3,3,3,10048,22573,6,11,3,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,504,10,3,1,4100,127555,1,61,3,3,3,10048,22573,1,11,3,2,80,2,17,5,3,1,0,0,0,1,2,2,0,2,3,0,4,1,4,2,1
37,625,1,4,1,5026,128481,2,51,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5027,128482,2,51,3,1,4,4821,10077,2,12,4,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5031,128486,2,51,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5032,128487,2,51,3,1,4,4821,10077,2,12,3,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5034,128489,2,51,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5035,128490,2,51,3,1,4,4821,10077,2,12,4,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5039,128494,2,51,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,5040,128495,2,51,3,1,4,4821,10077,2,12,3,3,80,1,6,4,3,5,2,0,3,1,1,1,1,0,0,0,6,1,3,1,1
37,625,1,4,1,11163,134618,1,46,2,3,3,10609,14922,5,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11165,134620,1,46,2,3,3,10609,14922,4,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11167,134622,1,46,2,3,3,10609,14922,5,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11168,134623,1,46,2,3,3,10609,14922,4,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11171,134626,1,46,2,3,3,10609,14922,5,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11173,134628,1,46,2,3,3,10609,14922,4,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11175,134630,1,46,2,3,3,10609,14922,5,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,625,1,4,1,11176,134631,1,46,2,3,3,10609,14922,4,11,3,3,80,0,17,2,1,14,1,11,7,1,1,1,0,0,0,0,7,1,2,1,1
37,1141,11,2,1,11922,135377,1,61,1,2,2,4777,14382,5,15,4,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11924,135379,1,61,1,2,2,4777,14382,0,15,4,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11928,135383,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11929,135384,1,61,1,2,2,4777,14382,0,15,3,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11930,135385,1,61,1,2,2,4777,14382,5,15,4,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11932,135387,1,61,1,2,2,4777,14382,0,15,4,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11936,135391,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,1141,11,2,1,11937,135392,1,61,1,2,2,4777,14382,0,15,3,1,80,0,15,2,1,1,0,0,0,1,1,1,0,2,3,1,0,1,0,2,0
37,504,10,3,1,14056,137511,3,76,3,2,4,7379,17433,2,11,3,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,504,10,3,1,14058,137513,3,76,3,2,4,7379,17433,1,11,4,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,504,10,3,1,14060,137515,3,76,3,2,4,7379,17433,1,11,3,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,504,10,3,1,14064,137519,3,76,3,2,4,7379,17433,2,11,3,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,504,10,3,1,14066,137521,3,76,3,2,4,7379,17433,1,11,4,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,504,10,3,1,14067,137522,3,76,3,2,4,7379,17433,2,11,3,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,504,10,3,1,14068,137523,3,76,3,2,4,7379,17433,1,11,3,3,80,1,12,3,2,6,3,1,4,1,2,2,0,2,3,0,4,1,0,3,1
37,1141,11,2,1,16454,139909,4,82,4,1,3,2127,5561,2,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16456,139911,4,82,4,1,3,2127,5561,3,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16457,139912,4,82,4,1,3,2127,5561,2,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16458,139913,4,82,4,1,3,2127,5561,3,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16462,139917,4,82,4,1,3,2127,5561,2,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16464,139919,4,82,4,1,3,2127,5561,3,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16465,139920,4,82,4,1,3,2127,5561,2,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,1141,11,2,1,16466,139921,4,82,4,1,3,2127,5561,3,12,3,1,80,0,7,5,2,4,2,0,3,1,1,1,1,2,3,0,6,1,3,3,1
37,370,10,4,1,19207,142662,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19209,142664,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19212,142667,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19213,142668,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19215,142670,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19217,142672,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19220,142675,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,370,10,4,1,19221,142676,4,89,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,1,0,1,2,3,0,2,1,6,3,1
37,1373,2,2,1,20080,143535,4,92,2,1,2,2468,15963,4,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,5,1,2,1,6,4,0
37,1373,2,2,1,20082,143537,4,92,2,1,2,2468,15963,1,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,0,1,2,1,6,4,0
37,1373,2,2,1,20083,143538,4,92,2,1,2,2468,15963,4,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,5,1,2,1,6,4,0
37,1373,2,2,1,20084,143539,4,92,2,1,2,2468,15963,1,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,0,1,2,1,6,4,0
37,1373,2,2,1,20088,143543,4,92,2,1,2,2468,15963,4,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,5,1,2,1,6,4,0
37,1373,2,2,1,20090,143545,4,92,2,1,2,2468,15963,1,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,0,1,2,1,6,4,0
37,1373,2,2,1,20091,143546,4,92,2,1,2,2468,15963,4,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,5,1,2,1,6,4,0
37,1373,2,2,1,20092,143547,4,92,2,1,2,2468,15963,1,14,3,2,80,1,9,4,2,6,1,0,5,1,1,1,0,2,0,1,2,1,6,4,0
37,370,10,4,1,20635,144090,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,4,1,0,1,0
37,370,10,4,1,20638,144093,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,4,1,0,1,0
37,370,10,4,1,20641,144096,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,4,1,0,1,0
37,370,10,4,1,20642,144097,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,4,1,0,1,0
37,370,10,4,1,20643,144098,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,4,1,0,1,0
37,370,10,4,1,20646,144101,4,58,3,1,1,2559,7508,1,13,3,4,80,1,10,3,2,8,2,7,6,1,1,1,1,2,3,0,6,1,0,1,0
37,370,10,4,1,20649,144104,4,72,3,2,4,7756,22266,0,17,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,0,1,0,2,1
37,370,10,4,1,20650,144105,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,1,1,0,0,2,3,0,4,1,0,1,0
37,1040,2,2,1,226,123681,1,84,4,1,2,2426,16479,5,14,3,4,80,1,17,2,4,1,0,0,0,0,0,1,0,2,0,0,2,1,1,3,0
37,889,9,3,1,227,123682,1,84,4,1,2,2426,16479,1,12,3,3,80,3,4,3,2,4,2,1,2,0,2,1,1,2,3,0,2,1,1,3,0
37,558,2,3,1,275,123730,1,31,3,1,3,2911,15170,4,11,3,3,80,1,17,3,2,3,0,1,0,0,1,2,1,0,2,0,6,1,6,0,1
37,408,19,2,1,887,124342,2,73,3,1,2,3022,10227,4,21,3,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,0,0,6,1,3,2,0
37,408,19,2,1,889,124344,2,73,3,1,2,3022,10227,3,21,3,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,3,0,6,1,3,2,0
37,408,19,2,1,893,124348,2,73,3,1,2,3022,10227,4,21,4,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,0,0,6,1,3,2,0
37,408,19,2,1,894,124349,2,73,3,1,2,3022,10227,3,21,4,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,3,0,6,1,3,2,0
37,408,19,2,1,895,124350,2,73,3,1,2,3022,10227,4,21,3,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,0,0,6,1,3,2,0
37,408,19,2,1,897,124352,2,73,3,1,2,3022,10227,3,21,3,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,3,0,6,1,3,2,0
37,408,19,2,1,901,124356,2,73,3,1,2,3022,10227,4,21,4,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,0,0,6,1,3,2,0
37,408,19,2,1,902,124357,2,73,3,1,2,3022,10227,3,21,4,1,80,0,8,1,3,1,0,0,0,0,1,1,0,2,3,0,6,1,3,2,0
37,408,19,2,1,920,124375,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,0,0,2,1,6,0,1
37,408,19,2,1,922,124377,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,3,0,2,1,6,0,1
37,408,19,2,1,925,124380,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,0,0,2,1,6,0,1
37,408,19,2,1,926,124381,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,3,0,2,1,6,0,1
37,408,19,2,1,928,124383,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,0,0,2,1,6,0,1
37,408,19,2,1,930,124385,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,3,0,2,1,6,0,1
37,408,19,2,1,933,124388,1,72,2,3,1,10482,2326,0,14,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,0,0,1,1,6,2,0
37,408,19,2,1,934,124389,1,40,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,2,3,0,2,1,6,0,1
37,1115,1,4,1,1016,124471,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1018,124473,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1021,124476,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1022,124477,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1024,124479,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1026,124481,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1029,124484,1,36,3,1,2,2143,25527,0,13,3,3,80,0,15,1,3,15,14,8,12,0,1,1,0,2,0,1,1,1,6,0,0
37,1115,1,4,1,1030,124485,1,40,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,0,1,0,1,2,0,1,5,1,6,0,1
37,1115,1,4,1,1081,124536,1,51,2,2,3,5993,2689,1,18,4,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,0,0,4,1,0,1,1
37,1115,1,4,1,1083,124538,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,1,0,4,1,0,1,1
37,1115,1,4,1,1085,124540,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,0,0,4,1,0,1,1
37,1115,1,4,1,1086,124541,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,1,0,4,1,0,1,1
37,1115,1,4,1,1089,124544,1,51,2,2,3,5993,2689,1,18,4,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,0,0,4,1,0,1,1
37,1115,1,4,1,1091,124546,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,1,0,4,1,0,1,1
37,1115,1,4,1,1093,124548,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,0,0,4,1,0,1,1
37,1115,1,4,1,1094,124549,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,0,1,2,0,2,1,0,4,1,0,1,1
37,1040,2,2,1,1302,124757,1,41,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,1040,2,2,1,1304,124759,1,41,3,2,2,6220,7346,2,17,4,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,1040,2,2,1,1307,124762,1,41,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,1040,2,2,1,1308,124763,1,41,3,2,2,6220,7346,2,17,3,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,1040,2,2,1,1309,124764,1,41,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,1040,2,2,1,1311,124766,1,41,3,2,2,6220,7346,2,17,4,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,1040,2,2,1,1314,124769,1,75,3,1,3,3600,8429,0,13,3,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,1,1,4,2,1
37,1040,2,2,1,1315,124770,1,41,3,2,2,6220,7346,2,17,3,2,80,2,10,3,3,10,4,0,9,0,0,1,0,2,0,0,6,1,4,0,0
37,397,7,4,1,1376,124831,1,30,3,3,3,13664,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,0,1,0,0,2,3,0,5,1,6,0,1
37,1189,3,3,1,1377,124832,1,41,3,3,3,13664,25258,4,13,4,1,80,0,16,3,4,5,2,0,2,0,1,0,0,0,0,0,5,1,6,0,1
37,1189,3,3,1,1378,124833,1,41,3,3,3,13664,25258,2,13,3,1,80,0,16,3,4,5,2,0,2,0,1,0,0,0,0,0,5,1,6,0,1
37,397,7,4,1,1379,124834,1,30,3,3,3,13664,25258,2,13,3,1,80,0,16,3,4,5,2,0,2,0,1,0,0,2,2,0,5,1,6,0,1
37,397,7,4,1,1380,124835,1,30,3,3,3,13664,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,0,1,0,0,2,3,0,5,1,6,0,1
37,1189,3,3,1,1381,124836,1,41,3,3,3,13664,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,0,1,0,0,0,0,0,5,1,6,0,1
37,1189,3,3,1,1382,124837,1,41,3,3,3,13664,25258,2,13,3,1,80,0,16,3,4,5,2,0,2,0,1,0,0,0,0,0,5,1,6,0,1
